Lat,Long,Venue_Type,Venue_Name,Created_On
45.90916691,15.29316187,default,Elektro team servis Peter Čelesnik,1583696583
46.06293227,14.85619247,default,Kolesarski servis Vidic,1583697033
46.05455296,14.565956,cafe,Sombrero bar,1583697240
46.05476144,14.56464708,cafe,Coco Cubana Caffe,1583697338
46.34443914,15.9939909,shopping,Kmetijska trgovina Cirkulane,1583698159
46.40839251,16.15782022,shopping,Kmetijska trgovina Kosec,1583698359
43.43746456,-79.74045396,default,Pest Lab,1584509898
46.40837032,16.15762711,shopping,Kmetijska trgovina Marof – Ormož,1583698601
46.39614798,16.26793027,shopping,Kmetijska trgovina Središče ob Dravi,1583698838
46.43858886,16.24395132,shopping,"Kmetijska trgovina, Vitan",1583699436
46.42569663,16.0572964,shopping,Kmetijska trgovina Podgorci,1583699627
46.46879805,16.00319624,shopping,Kmetijska trgovina Polenšak,1583699782
46.48513374,15.97062886,shopping,"Kmetijska trgovina, Juršinci",1583699923
46.5152728,15.94122112,shopping,"Kmetijska trgovina, Vitomarci",1583700140
46.52163303,15.8894223,shopping,Kmetijska trgovina Trnovska vas,1583700361
46.05272878,14.5144093,food,Miškova pekarna,1583700752
46.06550052,14.50887859,food,Leskovački dvor,1583700973
46.05263199,14.50522006,cafe,"Hotspot Ljubljana, Center",1583701159
46.07450709,14.51826096,cafe,"Hotspot Ljubljana, Kardeljeva",1583701295
46.08690173,14.48278606,food,Restavracija Dobri Čuk,1583701513
46.15056502,14.61490095,shopping,Sportina,1583701724
46.01933186,14.53534126,shopping,Sportina Outlet,1583702003
46.08797325,14.47700858,shopping,Sportina Man,1583702280
46.23234048,14.36780512,shopping,Sportina Man,1583702463
46.23216979,14.36707556,shopping,Sportina  ,1583702587
46.24321564,14.37603414,shopping,Sportina Outlet,1583702735
46.34376886,14.17608082,shopping,Sportina Outlet,1583702870
46.36706084,14.10978734,default,Sportina  Woman,1583703029
46.06845573,14.54514205,shopping,Parfois,1583703188
46.24184663,15.27668238,shopping,XYZ Studio,1583703423
50.09998467,14.47071075,food,COINMAP.CASH,1583710497
50.08320339,14.42207694,food,COINMAP.CASH,1583710766
51.98108724,5.908455849,default,BMAP.CASH,1583710895
51.98202558,5.913176537,food,BITCOINMAP.CASH,1583710931
51.98244849,5.906116962,food,COINMAP.CASH,1583710975
13.71637253,100.5571747,food,BITCOINMAP.CASH,1583711126
45.5396053,13.73429954,shopping,Sgermobil,1583739933
46.54659794,14.96284246,shopping,Sgermobil,1583740091
46.24183179,15.27803421,shopping,Sgermobil,1583740351
45.82811894,15.18223107,shopping,Sgermobil,1583740695
46.06823614,14.54638124,shopping,Sgermobil,1583740824
46.53990485,15.64028263,shopping,Sgermobil,1583741376
46.02035626,14.53680575,shopping,Sgermobil,1583741542
46.52288063,15.65295339,shopping,Sgermobil,1583741680
46.42371835,15.88645577,shopping,Sgermobil,1583741992
46.2408486,15.27872086,shopping,Parfois,1583742221
46.66822081,16.17909014,shopping,Sportina  ,1583743521
46.55301721,15.65269589,shopping,Sportina  ,1583743706
46.5527184,15.65339863,shopping,Parfois,1583743888
46.55288441,15.65384388,shopping,Superdry,1583743990
46.55317215,15.65399945,shopping,XYZ Premium Fashion Store,1583744079
45.54737866,13.72935355,shopping,Sportina  ,1583744562
45.54447458,13.74069393,shopping,S/O Sportina,1583744710
45.53938737,13.73477161,shopping,Superdry,1583744982
45.53945876,13.73584449,shopping,Sportina  ,1583745078
46.07568676,14.48917508,food,MK Grill,1583745339
46.0897107,14.47749674,food,Fast Food Twins,1583745438
46.03868427,14.47782934,shopping,Sportina  ,1583745639
46.08788024,14.47513103,shopping,Sportina  ,1583745768
45.82773393,15.18238664,shopping,Sportina  ,1583746447
45.82115835,15.1553607,shopping,Sportina  ,1583746224
46.02181647,14.53601182,shopping,Parfois,1583746618
46.02082189,14.53798592,shopping,Marx ,1583746872
46.22307394,14.60804522,default,Štolfa team d.o.o.,1583747726
46.07312642,14.49943721,default,Showroom Autobroker,1583749231
46.05771722,14.54172492,default,Bioguano d.o.o.,1583749639
46.40586985,14.15476799,food,BLACK SWAN burger,1583750637
46.48549571,13.78919899,food,BLACK SWAN burger,1583750856
46.44551991,15.84795535,shopping,Kmetijska trgovina Grajena,1583751147
46.00609487,8.951352239,shopping,Dieci,1583751212
46.51445696,15.71874261,shopping,Kmetijska trgovina Duplek,1583751279
45.32735695,14.44313228,default,Gallery RIart,1583751301
46.51890889,15.78456402,shopping,Kmetijska trgovina Korena,1583751549
46.63713535,15.61289191,shopping,Kmetijska trgovina Kungota,1583751851
46.05470932,14.56860065,default,Strelsko društvo 111,1583752273
46.22962043,15.26131332,shopping,Gold store ,1583750236
45.54619901,13.72597933,default,Gold store ,1583752406
45.32986493,14.43894804,sports,Adriatic Sailing,1583753298
46.06583923,14.55025971,food,Kolosej kokice,1583753653
46.0668516,14.54413354,shopping,Planeta,1583753687
46.06588389,14.54993248,food,Kolosej bomboni,1583753737
46.0654968,14.54990566,cafe,Cafe Cubano	,1583753814
45.3266479,14.44497764,shopping,Optika Vid,1583753921
46.06543725,14.54975545,cafe,Happy End Cafe	,1583754116
46.13086147,14.66859341,default,Fan vit-as,1583754287
46.06610349,14.54951406,cafe,Happy End Cafe	,1583754324
46.06534792,14.54961061,cafe,Vrt Ljubljana,1583754361
46.15292852,14.62433159,default,De-vita,1583754435
46.0522113,14.50280607,cafe,Bar Komuna,1583754573
46.16367079,14.66934443,default,Gas David Gostič s.p.,1583754716
45.34452213,14.38320637,default,"Foto Kurti, Trg rijeckih olimpijaca",1583754682
46.059303,14.53467607,default,F.dvor tiskarna,1583755018
46.00446657,8.953095675,shopping,Imove,1583755020
45.3265951,14.44513321,default,"Foto Kurti, Uzarska",1583755027
46.05932534,14.53476191,default,Spletna tiskarna,1583755095
46.08363497,14.48409498,cafe,Dobra Hiša,1583755300
46.05166403,14.50914681,food,Južna na plac,1583755420
46.00703382,8.955922723,default,FinLantern,1583755490
46.05167519,14.50928092,cafe,Kofe na plac,1583755492
45.58817027,17.21811891,shopping,Dundo i Štefica,1583755499
46.0880551,14.47566748,food,Vozi Miško,1583755618
46.00989901,8.949147463,default,Novaretis - digital investment consulting,1583755705
45.33189386,14.46487427,food,Konoba Tarsa,1583755711
46.02214054,14.53585088,food,Vozi Miško,1583755729
46.00682889,8.955847621,food,Staglio - La pizza al taglio,1583760271
46.25184077,15.16511321,default,Kreativna Fabrika,1583760476
46.34036549,15.17995119,sports,Yogi Moto Center,1583761386
45.32751535,14.44301426,food,Primorska Konoba,1583761499
46.06815426,14.46960568,cafe,Kačji Pastir,1583761501
45.99319385,8.946062922,shopping,Vulkan Lugano,1583761580
45.99341374,8.945960999,food,Ristorante Pizzeria Bar Domino,1583761722
46.13219236,14.5618093,shopping,Cvetličarna Anaeva,1583761751
45.32529391,14.44395304,shopping,Garica CBD Shop,1583761866
46.00979096,8.955375552,shopping,Balmelli Outlet Sport,1583761871
45.3265951,14.44401205,shopping,Vintage Room,1583762176
46.01143028,8.959490061,shopping,Musicdoor HIFI Sagl,1583762285
46.00731699,8.968250155,shopping,Smart Rent,1583762457
46.00721639,8.954436779,shopping,Balmellino,1583762011
45.32710426,14.44370091,shopping,Mare Art,1583762535
46.00563284,8.951502442,shopping,Storica,1583762605
46.24403555,14.34977531,shopping,Anina kuhinja online store	,1583762652
46.00714559,8.954415321,shopping,Balmelli Sport,1583762177
46.00773429,8.953315616,shopping,Ottica Vicari,1583762751
45.98299613,8.956373334,food,Ristorante Capo San Martino,1583762874
46.37247237,15.39068699,shopping,Harmonija.net online store,1583762867
45.35096905,14.38202083,shopping,Mateyaneira,1583762909
46.00656434,8.951824307,shopping,New Trends SA Real Estate Services,1583762976
45.75804725,13.83281171,default,Zvita feltna,1583763078
46.00613585,8.953868151,shopping,Tech technology everyday,1583763212
46.35468856,16.15264893,shopping,Mijo Majhen Hair,1583763276
46.55984516,15.6478411,shopping,Trgovina Luna,1583763289
46.55419031,15.65409601,shopping,Trgovina LUNA,1583763401
46.00455599,8.952113986,cafe,Mauri Concept,1583763409
46.41931409,15.8723259,shopping,LUNA outlet,1583763605
46.00119492,8.949818015,attraction,Debarcadero Lugano Centrale,1583763677
47.37357161,8.53515923,cafe,Manuel's,1583763999
46.45350337,15.67587018,cafe,Kava bar Joca,1583765961
46.48601282,13.78920972,lodging,Hostel Snezinka,1583766086
46.45914653,15.82026958,default,Avto Šajn,1583766374
46.34773116,14.16828096,food,Wrapping,1583766579
46.04339844,14.50512886,food,Restavracija Manna,1583766698
45.70331339,13.86839926,default,DRM,1583766837
46.07328273,14.49714661,default,DRM,1583766946
46.239435,15.25099218,default,DRM,1583767111
45.82693772,15.18537998,cafe,Rdeča Češnja,1583767367
46.63808563,16.16599023,food,EXPANO Food&Drink,1583767541
46.55693112,15.64490676,food,Takos ,1583767774
46.55365541,15.65424085,food,Takos ,1583767624
46.11366854,14.46148932,cafe,Cojzla,1583767996
46.55985622,15.6417954,food,Bubble Waffle,1583768360
46.391649,15.57266951,shopping,GSM aparati,1583768701
46.35221524,15.12780905,shopping,GSM aparati,1583768846
46.5453804,14.96373296,shopping,GSM aparati,1583768998
45.32664036,14.44481671,shopping,Sally Atelier,1583769215
45.31756156,14.46974516,shopping,Sally Atelier TCR,1583769391
45.32245381,14.4613713,shopping,BigBox Outlet,1583769812
45.70301742,16.39404774,default,Maya´s beauty concept store,1583770000
31.38715682,34.74022372,default,Pharmanice,1585536911
5.617822319,-73.81563127,shopping,La esquina del calzado,1583789392
5.61829212,-73.81533623,shopping,El descalzo,1583789572
5.618331438,-73.81522174,default,Bodega el descalzo,1583789623
5.618425586,-73.81513238,shopping,Calza jarvill,1583789761
5.618251596,-73.81507344,shopping,Manufacturas en cuero el corcel,1583789890
5.61666383,-73.8153255,shopping,Innovación deportiva,1583790309
5.617491814,-73.81560441,default,Tienda de tecnología e internet,1583790920
45.32836015,14.44034815,cafe,Klub Bačva,1583828581
45.79405537,16.03400946,shopping,"Kerver, Zagreb - CCO East",1583829331
45.79974031,15.88515759,shopping,Kerver CCO West,1583829784
45.73546672,16.0160923,default,GoodGate,1583831815
43.08233983,25.64112961,lodging,Architect's House Hostel,1583831834
43.09801776,25.66876173,food,Mehana Arbat,1583832033
42.48558824,26.50621712,attraction,Magic of Zain,1583832430
44.95927894,14.408741,default,Kontent,1583832451
42.67252458,23.35495949,default,Priori Estates,1583832742
45.81716553,15.89484036,default,Vizazistica Dajana Pajkic,1583832783
43.084099,25.63880682,cafe,Old Capital's Bar,1583832889
45.38088291,14.37810481,default,Blockadopt,1583833472
42.4834678,26.51007414,cafe,Cafe-Club Cult,1583833622
46.2420581,14.35478032,default,Creina,1583833677
46.16570308,14.57180321,default,Pr'brivcu,1583833959
46.07535928,14.51252103,default,Lompack,1583834135
45.35164009,14.36654449,shopping,Harreither,1583834330
45.77392527,15.96016824,default,Centar za kvalitetu i sigurnost,1583834686
46.06142103,14.54354346,default,Cube Fit food&burgers,1583835269
46.05237138,14.50853527,default,Kalček,1583835570
46.42536014,15.88365555,shopping,Kmetijska trgovina Ptuj - Zadružnik,1583835628
45.32673465,14.4441247,cafe,Stop Caffe & club,1583835646
46.08643294,14.47623074,default,Kalček ,1583835974
45.32731546,14.44758475,food,"Market Smiljana, Titov trg",1583836062
46.02282965,15.89798391,shopping,Uzagorju.com,1583836120
46.02283337,15.89791417,shopping,Incredible-croatia.com,1583836264
46.019235,15.88980854,shopping,"Alati Milić, Zabok",1583836411
46.06350548,14.5448631,default,Radha Govinda,1583836579
45.80603795,15.9691751,shopping,Rijeka Adventures,1583836598
45.80932486,15.88948131,shopping,"Alati Milić, Malešnica",1583836640
43.51728372,16.45911276,shopping,"Alati Milić, Split 2",1583837173
45.32532031,14.44276214,cafe,Phanas Pub,1583837311
45.32689305,14.44225788,shopping,Sex shop Taboo,1583837495
46.16787275,14.56622958,default,Pr'Fartku,1583839569
46.06432063,14.51071858,default,Kavarna Mikavna,1583839803
46.36925957,15.90086997,default,Kmetijska trgovina Videm pri Ptuju,1583839872
46.32917623,15.93614101,shopping,Kmetijska trgovina Leskovec,1583841112
46.3784348,16.05544031,shopping,Kmetijska trgovina Zavrč,1583842946
46.43331329,15.95169246,shopping,Kmetijska trgovina Dornava,1583843322
45.32655362,14.44431245,cafe,Samovar Bar,1583843813
45.80132227,16.00943506,shopping,Emobile Online store,1583843818
45.77990034,15.9939158,sports,Triggerimpulse,1583844578
43.26152646,16.65874422,cafe,Big Blue Caffe Bar,1583844669
45.32814141,14.44025695,shopping,Voyager Travel Agency,1583844759
43.25992866,16.63986683,sports,Big Blue Bike Center no. 1,1583844779
43.25886605,16.64384723,sports,Big Blue Windsurfing Center,1583844480
45.3816591,14.3857491,food,Pizzeria Podroom,1583845059
43.2605381,16.64297819,sports,Big Blue Bike Center no. 2,1583845155
43.26053028,16.64290309,shopping,Big Blue Sport Shop no. 2,1583845227
43.26153428,16.65866375,shopping,Big Blue Sport Shop,1583844983
45.81467548,15.97768307,cafe,Harats Pub,1583845563
45.79658748,15.91678083,default,Mark-Logistika,1583846178
45.79825555,15.91174901,default,Bačani,1583846247
45.64512449,16.4786607,default,Ljilja Paradise Nails,1583846904
43.51331569,16.50322437,shopping,Alo Alo - Smartphone shop & Service,1583847061
43.51894088,16.48344576,shopping,Alo Alo - Mall of Split,1583847219
45.81083176,15.95347345,cafe,Primarius craft pivovara,1583847240
43.71258791,15.91193676,shopping,Alo Alo Tele2 centar,1583847639
46.28064443,14.52616274,default,Terasa Krvavec,1583847644
45.82387241,16.06406093,transport,Taxi,1583847660
43.71256465,15.9117651,shopping,Alo Alo Dalmare,1583847783
46.05405039,14.50722635,default,Čevljarna Kopito,1583847881
45.87114907,15.82737207,food,Chubby okruglice štand,1583847981
43.44239573,16.68269634,shopping,Alo Alo - PC Studenac,1583848080
43.51484458,16.25202477,shopping,Alo Alo Trogir,1583848203
44.03500487,16.19736671,shopping,Alo Alo Knin,1583848379
43.50998546,16.44642591,shopping,Alo Alo,1583848513
45.83700719,16.06978476,shopping,Marmat revolution,1583848399
45.22951577,14.62478757,transport,VIP TAXI,1583848885
45.51639903,18.72511804,default,Altera Vita,1583848828
45.38093566,14.38365161,cafe,Infinity Caffe & Night bar,1583849073
45.48031731,15.55705905,shopping,"KARIĆ Automobili, prodaja",1583849142
46.0558857,14.56377804,default,Stipič Yacht,1583849151
45.48036996,15.55704296,default,"KARIĆ Automobili, servis",1583849211
46.05594154,14.56376195,default,Avtodomi Stipič ,1583849346
45.32891078,14.43952203,default,Klub Mladih Rijeka,1583849364
46.05595643,14.56383705,default,Avtoservis in vulkanizerstvo Stipič,1583849428
45.81176654,15.97324669,food,Muzej čokolade Zagreb,1583849579
45.75483592,16.08359277,shopping,MPS Velika Gorica,1583849657
45.80926129,15.97239375,shopping,Octopus Piercing,1583849730
46.00054281,14.02257264,default,Velo center,1583849974
46.51317594,15.08326828,default,Velo center,1583850125
45.54268998,13.73182654,default,Kalček ,1583848039
45.5427576,13.73175144,default,Velocenter,1583850311
46.10481714,14.5369184,sports,Velocenter,1583850446
45.56493523,14.24639225,sports,Velocenter ,1583851411
46.16442501,14.30693507,default,Bokal sport,1583852106
46.16357419,14.56955552,default,Speak up,1583852549
46.22222773,14.6075356,shopping,Zlata ptička,1583852738
45.80935851,15.95414937,shopping,MOTO MONDO - Prodaja,1583852901
45.80933234,15.95425665,default,MOTO MONDO - Servis,1583853003
45.74123251,16.06630325,transport,Nirik Zagreb Airport Transfers,1583853087
45.81959192,15.97627759,default,Salon Teuta,1583853201
45.32352876,14.4671917,shopping,Orijent 1919 Fan shop,1583853323
45.34765143,14.31912303,cafe,Kaokakao,1583853658
45.32790381,14.44203794,cafe,Caffe Bar Iskra,1583853488
45.33090957,14.43025231,cafe,Cafe 2020,1583853888
45.32608217,14.44178581,shopping,4 elements,1583854000
45.51061758,16.05323553,shopping,MPS Hotnja,1583854452
45.67471753,15.57881176,shopping,MPS Hotnja,1583853634
45.56280199,16.20813847,shopping,MPS Hotnja,1583853886
45.76866802,15.80327511,shopping,MPS Hotnja,1583854573
45.69198322,15.74197054,shopping,MPS Hotnja,1583854987
45.81567002,15.8757484,shopping,MPS Hotnja,1583854668
45.63170068,18.69955659,shopping,Unikatni nakit Vranješ,1583854306
45.50767025,16.37249351,transport,FORTY-TWO TAXI,1583855379
46.15095523,14.44610953,food,Restavracija Evergreen,1583855389
45.32725512,14.44410324,cafe,Chocoland,1583855511
45.36158412,14.39210057,default,Cip Cop Igraonica,1583855529
45.32747009,14.44443047,cafe,Slon Slastičarna,1583855603
45.32715706,14.44373846,shopping,Supermajice.hr,1583855689
45.32774918,14.43803608,lodging,Hotel Molo Longo,1583855768
45.32749649,14.44449484,default,My Travel,1583855787
46.0882188,14.4760859,food,Restravracija in pizzerija Angel,1583855815
46.04906534,14.50895905,cafe,Grajska kavarna,1583855695
46.04890897,14.50886786,food,Restavracija Strelec,1583855491
46.05069605,14.50614274,cafe,Lolita,1583855611
46.05467954,14.49296236,cafe,Caffe Bienale,1583856002
46.05871858,14.50184584,food,Pizzeria Kampus,1583856294
46.05335795,14.5052737,cafe,Šport Caffe,1583856324
46.04911002,14.50885177,nightlife,Vinoteka Strelec,1583858828
46.10814588,14.46111917,food,Gostilnica in pizzerija Kaval,1583859114
46.1082091,14.46141422,cafe,Kavarnica Kaval Club,1583859217
46.10825001,14.46083486,nightlife,Biljardnica Kaval,1583859315
46.09829669,14.53555584,food,Element Restavracija,1583859451
46.04014027,14.51131403,cafe,Špica Caffe,1583859581
46.05058063,14.56344008,cafe,Kavarna Mao,1583859711
45.92069557,14.22888279,default,Menard RA,1583860094
46.23258539,14.3684113,shopping,A1,1583860392
46.24313402,14.3784374,shopping,A1,1583860541
46.01986082,14.53709006,shopping,A1,1583860871
46.02199154,14.53542709,shopping,A1,1583861073
46.10452703,14.53553975,shopping,A1,1583861272
46.23702326,14.40873563,default,Estetika Fabjan,1583861741
46.55445591,15.65368295,shopping,GSM aparati,1583862059
46.54645405,15.6192112,shopping,GSM aparati,1583861921
46.41827491,15.87903678,shopping,GSM aparati,1583862293
47.17840288,8.517971635,lodging,Hotel Zugertor,1583870275
46.17718947,14.61071134,grocery,Žito trgovina,1583912622
46.16443616,14.3070209,sports,Velocenter,1583912722
45.5462704,13.72585058,grocery,Žito kruharna Koper,1583912971
45.70890269,13.8732326,grocery,Žito trgovina Sežana,1583913333
46.05302661,14.50629294,food,Okrepčevalnica Ajda,1583913347
46.05346963,14.50457633,food,Fast Food Ajda 2,1583913613
46.55417924,15.64619958,grocery,Žito kruharna Center Maribor,1583913800
46.0574492,14.50969398,food,Fast food Ajda,1583913989
46.55400955,15.65371513,grocery,Žito trgovina Europark Maribor,1583914104
45.93324411,-1.23581171,food,sarl courdavault alain,1583914156
45.82060506,15.18218279,grocery,Žito kiosk Ločna Novo mesto,1583914319
46.56092589,15.6600666,grocery,Žito trgovina Intes Maribor,1583914433
46.53634397,15.65701962,grocery,Žito trgovina Tezno Maribor,1583914691
46.50839495,15.69534302,grocery,Žito trgovina Miklavž Maribor,1583915376
45.65499808,15.60665309,shopping,MPS Hotnja,1583918410
45.58617306,16.04735076,shopping,MPS Hotnja,1583917517
45.68438727,15.6997633,shopping,MPS Hotnja,1583854231
45.80626232,15.93934894,shopping,MPS Hotnja,1583855145
45.71546903,15.59299529,shopping,MPS Hotnja,1583918832
46.05372651,14.50670063,cafe,M Caffe,1583919318
46.34022106,15.42704165,grocery,Žito trgovina,1583920096
46.35692111,14.16101754,grocery,Žito trgovina Hlebček,1583920105
46.35692851,14.16092634,cafe,Žito bar Hlebček,1583919924
45.95426765,15.49974024,grocery,Žito kiosk,1583919727
45.81656359,15.15407324,grocery,Žito trgovina Sezam,1583914255
45.7932138,14.36310053,grocery,Žito delikatesa,1583913250
45.77361845,14.21243548,grocery,Žito trgovina,1583913147
45.91780336,14.22931194,grocery,Žito trgovina,1583913077
45.96304997,14.2865181,grocery,Žito trgovina Kruhek,1583912915
45.96621201,14.2977941,grocery,Žito trgovina Jazon,1583912818
46.09928244,14.54027653,grocery,Žito center,1583912738
46.06793467,14.54184294,food,Ajda burgers and more,1583922642
46.24189115,15.27740121,shopping,Optimist Online shop,1583922444
46.06973975,14.54836071,grocery,Žito Diskont,1583922841
45.68247594,14.19746876,sports,Velocenter,1583913024
46.23993588,15.27733684,sports,Velocenter,1583913157
46.65390649,16.1981231,sports,Velocenter,1583914245
46.41953967,15.87459505,sports,Velocenter ,1583919540
46.05375257,14.5027256,shopping,Omara Koncept,1583922974
46.13823672,14.59794402,default,TaRICH frizerski studio,1583923010
46.24367197,15.27864575,shopping,Trgovina Optimist,1583923098
46.06796817,14.54182148,shopping,Omara,1583923099
45.88712556,13.90814424,sports,Velocenter,1583912909
46.04639207,14.50817585,shopping,Esenca online store,1583923494
46.04740108,14.50641632,grocery,Pekarna Osem,1583923546
46.06720146,14.54252958,shopping,Svet Križarjenj,1583931729
46.06583178,14.58529472,shopping,Vse za otroke online store,1583931962
45.70329091,13.8683188,shopping,Azure Film,1583932315
46.04762075,14.4999361,default,SalON/OFF,1583932548
45.70972306,13.85857701,shopping,PIT STOP  vulkanizerstvo - hitri servis,1583932595
46.04763936,14.49993074,default,SalON/OFF,1583932609
45.70564733,13.86315286,shopping,SpinaliS trgovina,1583932789
46.56046114,15.65024972,cafe,Moja Kavarna,1583932818
45.70604068,13.8673532,shopping,Parketarstvo Valenčič,1583933013
45.70793621,13.8703841,default,Valles parketi,1583932989
45.70595826,13.86734247,food,Apetit okrepčevalnica - catering,1583933134
46.04731172,14.54543173,default,Center užitka SpaLaLa,1583933421
45.54406131,13.74118745,shopping,Sneakers Park,1583933627
46.06805005,14.54557657,food,Burger King Citypark,1583933721
45.57962909,13.7371105,shopping,Studio INN frizerski salon,1583933726
46.23762806,15.25851846,cafe,LIFE caffe,1583933831
46.05440033,14.500494,food,Zvezda Narodna galerija,1583933945
46.53289726,15.66562951,cafe,LIFE caffe,1583933951
45.92681161,14.7237289,cafe,Breza Caffe,1583934087
45.52744152,13.66529703,default,MWS nega in vzdrževanje plovil,1583934168
46.01163519,8.958594203,food,Piadineria Romagna Mia,1583934289
45.82735638,15.18409789,shopping,Omara,1583934712
46.55877915,15.65061986,grocery,Žito trgovina City,1583934968
46.53870931,15.63632905,grocery,Žito trgovina,1583935156
46.22917511,15.26246667,grocery,Žito trgovina,1583935366
46.55921441,15.64855456,grocery,Žito trgovina Štukelj,1583935611
46.14129582,14.59841609,default,Bioenergija Draženko Drinić,1583940061
5.611287771,-73.8209635,transport,Electripeña,1583961797
5.616567734,-73.81584585,shopping,Eliteshop,1583965907
46.35015283,15.73363423,shopping,Kmetijska trgovina Majšperk,1584005672
47.05959076,7.623669505,default,Archventure GmbH,1584007011
46.0679049,14.54203069,shopping,Katja Pro Boutique,1584027446
46.02052389,14.53754067,cafe,Moj Lokal,1584091194
51.74915237,-0.3260493279,shopping,Herts Hemp,1584101344
39.74502999,-8.812338071,shopping,MRCosmética,1584193024
-12.07737019,-77.09368765,attraction,Lyder - Agencia Digital,1584104446
41.16339416,-8.58415246,default,Clinica dos Bits,1584143157
2.943356993,-75.27093887,shopping,Emilianos Store,1584144418
53.19112825,50.116826,default,Крипто Маркет,1584295653
55.59423119,37.6033473,default,Крипто Маркет,1584295932
55.74727839,37.53958583,default,Крипто Маркет,1584296051
55.76254718,37.59209543,default,Крипто Маркет,1584296157
55.80641543,37.57103741,default,Крипто Маркет,1584296230
55.7588377,37.62524486,default,Крипто Маркет,1584296283
55.76372877,37.65419662,default,Крипто Маркет,1584296359
57.01153365,40.96774936,default,Крипто Маркет,1584296428
56.98115697,40.99367023,shopping,Крипто Маркет,1584296610
56.98257175,40.982126,transport,Крипто Маркет,1584296650
56.99750549,40.96049666,lodging,Крипто Маркет,1584296742
56.32321828,44.03049409,shopping,Крипто Маркет,1584301722
56.32567523,44.01062965,lodging,Крипто Маркет,1584301784
56.32766208,43.98639858,transport,Крипто Маркет,1584301871
35.20572427,26.10548973,food,myloi.shop,1584522343
54.18721695,45.16829789,shopping,Крипто Маркет,1584301955
54.16720929,45.12969553,transport,Крипто Маркет,1584302013
56.64022393,47.89441466,shopping,Крипто Маркет,1584302122
56.63228353,47.92889982,lodging,Крипто Маркет,1584302178
55.72629746,48.72047603,shopping,Крипто Маркет,1584302243
55.82033206,49.1009903,shopping,Крипто Маркет,1584302368
55.79205653,49.10283297,shopping,Крипто Маркет,1584303470
51.5341569,46.02623463,shopping,Крипто Маркет,1584303586
51.54591471,46.01842403,lodging,Крипто Маркет,1584303626
48.70601515,44.50937033,shopping,Крипто Маркет,1584303682
48.7349967,44.48904991,lodging,Крипто Маркет,1584303747
48.71040469,44.43802357,transport,Крипто Маркет,1584303793
43.58567562,39.72530186,shopping,Крипто Маркет,1584303884
43.58431561,39.71588194,lodging,Крипто Маркет,1584303932
43.57342669,39.74057436,transport,Крипто Маркет,1584303999
43.67961248,40.20665109,shopping,Крипто Маркет,1584304069
45.05882183,39.01720136,shopping,Крипто Маркет,1584304159
45.06139661,39.01865244,transport,Крипто Маркет,1584304213
44.73788587,37.77788401,shopping,Крипто Маркет,1584304296
44.88476243,37.33109772,shopping,Крипто Маркет,1584304366
44.89310466,37.32294917,transport,Крипто Маркет,1584304412
53.3562379,58.97332191,shopping,Крипто Маркет,1584304579
53.36203896,58.95042658,lodging,Крипто Маркет,1584304613
54.7407095,55.98688066,shopping,Крипто Маркет,1584304696
54.73526348,55.97050309,lodging,Крипто Маркет,1584304735
54.74453846,55.95269322,transport,Крипто Маркет,1584304793
40.22910761,-76.83230639,atm,Bitcoin ATM,1584395002
46.0124064,8.956491351,default,Miss Spettino,1584434530
45.51292572,13.59437943,food,Restavracija Bungalow,1584441245
45.51370009,13.59339774,cafe,Cacao ,1584441397
46.0620166,14.54840362,cafe,Cacao,1584444783
46.05143693,14.50662017,cafe,Cacao ,1584445254
46.05482473,14.50429201,cafe,Cacao ,1584445467
38.98868128,-77.09782362,shopping,JS Audio,1584447949
41.44603579,2.214807272,shopping,CONTROLIP TELEMATIC SOLUTIONS SL,1584538132
4.154579568,-74.72372373,default,Bitcoins ,1584570698
49.02556853,17.64586151,shopping,FantasyGROUP,1584623595
50.35092717,14.47836041,default,Prototech.cz,1584644541
33.46398642,-88.80925477,cafe,Strange Brew Coffee,1584650382
-22.87148963,-47.04136133,sports,ROBERTO MORAES SILVA,1584671409
-38.54986036,-58.74295235,default,Estudio Juridico Wagner,1584761089
-37.99852155,-57.54934788,default,Estudio Juridico Wagner,1584761289
37.78998222,14.61883051,food,AZ. Agricola biologica di Inzerilli Carmelo ,1584839508
49.11542795,9.736161232,food,Alt Hall,1584869776
49.14307455,9.220656753,atm,Tabak Sasse,1584869950
46.70973594,-116.9604492,default,Steve Smallwood Illustrations,1584901273
46.4224241,15.87159634,shopping,Swat online store,1584948915
46.24472931,13.58116686,default,Nutrishop.si online store,1584949641
46.06381442,14.54569459,grocery,Kalček.si online store,1584954402
45.33567623,14.40547943,default,Izdavački centar Sušak,1585052822
45.33569131,14.40562963,default,Tiskara Sušak,1585052891
45.34869574,14.42903996,default,Inćun,1585053075
45.32421522,14.44132447,default,Gulet Adonis,1585053853
45.34588698,14.36618507,cafe,Premier bar,1585054183
45.32737581,14.44402814,default,Master's Barber shop,1585054443
45.15802906,14.72145438,default,Mini Eko,1585054771
45.15806689,14.72162604,default,Eko Motiv,1585054861
45.37025262,14.34104204,default,Magic Project,1585055075
46.06596577,14.51783717,shopping,Huda Čupca,1585060619
46.38587674,15.55965006,shopping,K&M,1585061250
46.045074,14.50494647,cafe,Mala Pražarna,1585061378
46.06584295,14.54953551,shopping,Garderoba online store,1585130713
56.3246996,44.00539398,atm,Крипто Маркет,1585140241
