,Lat,Long,Venue_Type,Venue_Name,Created_On,latlong,Country
258,40.076826399999995,-75.15957929999999,atm,Athena Bitcoin ATM,1583429475,"(40.076826399999995, -75.15957929999999)",US
259,33.7571288,-84.165897,atm,Athena Bitcoin ATM,1583429475,"(33.7571288, -84.165897)",US
260,39.953031200000005,-75.2580463,atm,Athena Bitcoin ATM,1583429476,"(39.953031200000005, -75.2580463)",US
261,33.7239937,-84.49980959999999,atm,Athena Bitcoin ATM,1583429476,"(33.7239937, -84.49980959999999)",US
262,33.6817963,-84.4139692,atm,Athena Bitcoin Inc.,1583429477,"(33.6817963, -84.4139692)",US
263,38.63617120000001,-90.24691949999999,atm,Athena Bitcoin ATM,1583429477,"(38.63617120000001, -90.24691949999999)",US
264,27.936817200000004,-82.3690265,atm,Athena Bitcoin ATM,1583429478,"(27.936817200000004, -82.3690265)",US
265,25.9267495,-80.1445471,atm,Athena Bitcoin ATM,1583429478,"(25.9267495, -80.1445471)",US
266,39.9868967,-75.1563595,atm,Athena Bitcoin ATM,1583429478,"(39.9868967, -75.1563595)",US
267,27.972613399999997,-82.45101690000001,atm,Athena Bitcoin ATM,1583429478,"(27.972613399999997, -82.45101690000001)",US
268,38.5671016,-90.4947265,atm,Athena Bitcoin ATM,1583429479,"(38.5671016, -90.4947265)",US
269,33.61687379999999,-84.47217979999999,atm,Athena Bitcoin ATM,1583429480,"(33.61687379999999, -84.47217979999999)",US
270,33.8218526,-84.36695440000001,atm,Athena Bitcoin ATM,1583429481,"(33.8218526, -84.36695440000001)",US
271,40.0387799,-75.0344563,atm,Athena Bitcoin ATM,1583429483,"(40.0387799, -75.0344563)",US
272,29.7341298,-95.44120600000001,atm,Athena Bitcoin ATM,1583429483,"(29.7341298, -95.44120600000001)",US
273,33.889064399999995,-84.4783171,atm,Athena Bitcoin ATM,1583429483,"(33.889064399999995, -84.4783171)",US
274,30.1793946,-95.53779200000001,atm,Athena Bitcoin ATM,1583429484,"(30.1793946, -95.53779200000001)",US
275,33.8586264,-84.3419866,atm,Athena Bitcoin ATM,1583429486,"(33.8586264, -84.3419866)",US
276,27.9424967,-82.74687790000002,atm,Athena Bitcoin ATM,1583429487,"(27.9424967, -82.74687790000002)",US
277,26.0112539,-80.1455778,atm,Athena Bitcoin ATM,1583429488,"(26.0112539, -80.1455778)",US
278,39.9537032,-83.10911850000001,atm,Athena Bitcoin ATM,1583429489,"(39.9537032, -83.10911850000001)",US
279,26.1657401,-80.1577191,atm,Athena Bitcoin ATM,1583429489,"(26.1657401, -80.1577191)",US
280,39.8199515,-84.02825870000001,atm,Athena Bitcoin ATM,1583429489,"(39.8199515, -84.02825870000001)",US
281,25.768987399999997,-80.36948690000001,atm,Athena Bitcoin ATM,1583429490,"(25.768987399999997, -80.36948690000001)",US
282,25.840472600000002,-80.2823652,atm,Athena Bitcoin ATM,1583429490,"(25.840472600000002, -80.2823652)",US
283,38.5837455,-90.2661623,atm,Athena Bitcoin ATM,1583429490,"(38.5837455, -90.2661623)",US
284,28.0548704,-82.4453018,atm,Athena Bitcoin ATM,1583429491,"(28.0548704, -82.4453018)",US
285,33.9428527,-84.27158759999999,atm,Athena Bitcoin ATM,1583429492,"(33.9428527, -84.27158759999999)",US
286,25.8100172,-80.1996652,atm,Athena Bitcoin ATM,1583429493,"(25.8100172, -80.1996652)",US
287,25.520654800000003,-80.47849959999999,atm,Athena Bitcoin ATM,1583429493,"(25.520654800000003, -80.47849959999999)",US
288,33.9516226,-84.10233609999999,atm,Athena Bitcoin ATM,1583429495,"(33.9516226, -84.10233609999999)",US
289,38.634667900000004,-90.3450096,atm,Athena Bitcoin Inc.,1583429495,"(38.634667900000004, -90.3450096)",US
290,29.9539969,-95.5414147,atm,Athena Bitcoin Inc.,1583429496,"(29.9539969, -95.5414147)",US
291,32.7464069,-97.23264559999998,atm,Athena Bitcoin ATM,1583429497,"(32.7464069, -97.23264559999998)",US
292,40.804128600000006,-73.9377662,atm,Bitcoin ATM,1583429498,"(40.804128600000006, -73.9377662)",US
293,55.7302536,37.619312799999996,atm,?,1583429517,"(55.7302536, 37.619312799999996)",RU
294,5.8526050000000005,95.2709064,default,Monster Divers,1583066204,"(5.8526050000000005, 95.2709064)",ID
295,37.3997448,-79.1731064,default,?,1583429543,"(37.3997448, -79.1731064)",US
296,45.4786337,-75.51478259999999,atm,Honey Badger Bitcoin ATM,1583429546,"(45.4786337, -75.51478259999999)",CA
297,51.4630942,-2.5897305,atm,?,1583429561,"(51.4630942, -2.5897305)",GB
298,41.79343,-87.6641824,atm,Amstar Gas Station Bitcoin ATM,1583429570,"(41.79343, -87.6641824)",US
299,41.8828161,-87.6860768,atm,West Haven Coin Laundry Bitcoin ATM,1583429570,"(41.8828161, -87.6860768)",US
300,36.0357445,-115.17179399999999,atm,BIG V MARKET Bitcoin ATM,1583429573,"(36.0357445, -115.17179399999999)",US
301,39.8079105,-86.17305479999999,atm,Boost Mobile Bitcoin ATM,1583429573,"(39.8079105, -86.17305479999999)",US
302,43.0601487,-87.92657109999999,atm,BP Gas Station Bitcoin ATM,1583429574,"(43.0601487, -87.92657109999999)",US
303,43.1198021,-88.0254172,atm,?,1583429574,"(43.1198021, -88.0254172)",US
304,39.7923018,-86.1170608,atm,Citgo Gas Station Bitcoin ATM,1583429575,"(39.7923018, -86.1170608)",US
305,39.7599625,-86.0833512,atm,Citgo Gas Station Bitcoin ATM,1583429575,"(39.7599625, -86.0833512)",US
306,41.4229781,-81.7103042,atm,Convenient Food Mart Bitcoin ATM,1583429575,"(41.4229781, -81.7103042)",US
307,42.1992327,-83.221896,atm,?,1583429575,"(42.1992327, -83.221896)",US
308,41.780229999999996,-87.60557320000001,atm,Currency Exchange Bitcoin ATM,1583429576,"(41.780229999999996, -87.60557320000001)",US
309,41.7515141,-87.6048854,atm,Currency Exchange (Cottage Grove) Bitcoin ATM,1583429576,"(41.7515141, -87.6048854)",US
310,39.7741734,-86.1287007,atm,Dairy Barn Bitcoin ATM,1583429576,"(39.7741734, -86.1287007)",US
311,40.0478206,-75.14229559999998,atm,Exxon North Philli Bitcoin ATM,1583429576,"(40.0478206, -75.14229559999998)",US
312,39.8288881,-86.2708587,atm,Gills Marathon Bitcoin ATM,1583429577,"(39.8288881, -86.2708587)",US
313,41.6999422,-87.6423445,atm,Golo Bitcoin ATM,1583429577,"(41.6999422, -87.6423445)",US
314,41.5565445,-81.5498859,atm,Green Light Beverage Liquor Store Bitcoin ATM,1583429577,"(41.5565445, -81.5498859)",US
315,41.770298499999996,-87.68314240000001,atm,King Food and Liquor Bitcoin ATM,1583429577,"(41.770298499999996, -87.68314240000001)",US
316,41.8703937,-87.8528673,atm,Marathon Express Gas Station Bitcoin ATM,1583429577,"(41.8703937, -87.8528673)",US
317,41.4566457,-81.637496,atm,Marathon Gas Station Bitcoin ATM,1583429577,"(41.4566457, -81.637496)",US
318,39.85363529999999,-86.2395868,atm,Marathon Gas Station Bitcoin ATM,1583429578,"(39.85363529999999, -86.2395868)",US
319,29.742177500000004,-95.3591985,atm,Mobil Gas Bitcoin ATM,1583429579,"(29.742177500000004, -95.3591985)",US
320,33.9922367,-117.9152267,atm,OLE PAY Bitcoin ATM,1583429580,"(33.9922367, -117.9152267)",US
321,29.8021136,-95.4305089,atm,Speedy Mart Bitcoin ATM,1583429580,"(29.8021136, -95.4305089)",US
322,41.8665466,-87.7107547,atm,Star Gyro Bitcoin ATM,1583429581,"(41.8665466, -87.7107547)",US
323,29.7434512,-95.2968843,atm,Super Amigo Food Mart Bitcoin ATM,1583429581,"(29.7434512, -95.2968843)",US
324,41.8957836,-87.6377335,atm,The Galleria Bitcoin ATM,1583429582,"(41.8957836, -87.6377335)",US
325,40.0469784,-75.0696256,atm,Tyson Citgo Gas Station Bitcoin ATM,1583429582,"(40.0469784, -75.0696256)",US
326,41.7583088,-87.6316161,atm,Vincennes Currency Exchange Bitcoin ATM,1583429582,"(41.7583088, -87.6316161)",US
327,48.7229714,21.267583600000002,atm,Bitcoin ATM,1583429601,"(48.7229714, 21.267583600000002)",SK
328,35.660154799999994,139.6988784,default,Sakura Currency Exchange,1583429601,"(35.660154799999994, 139.6988784)",JP
329,33.747834999999995,-84.3488765,atm,Athena Bitcoin Inc.,1583429618,"(33.747834999999995, -84.3488765)",US
330,25.827294600000002,-80.19230490000001,atm,Athena Bitcoin Inc.,1583429619,"(25.827294600000002, -80.19230490000001)",US
331,45.492358,-73.55777109999998,atm,?,1583429620,"(45.492358, -73.55777109999998)",CA
332,45.7122539,-73.51270240000001,atm,?,1583429621,"(45.7122539, -73.51270240000001)",CA
333,45.50603579999999,-73.5618145,atm,?,1583429622,"(45.50603579999999, -73.5618145)",CA
334,45.51415,-73.5727312,atm,?,1583429622,"(45.51415, -73.5727312)",CA
335,45.4326664,-73.84791369999999,atm,?,1583429623,"(45.4326664, -73.84791369999999)",CA
336,40.1895171,44.5159277,atm,?,1583429624,"(40.1895171, 44.5159277)",AM
337,37.963809499999996,23.723119399999998,atm,?,1583429626,"(37.963809499999996, 23.723119399999998)",GR
338,33.6837431,-84.061908,atm,Athena Bitcoin ATM,1583429626,"(33.6837431, -84.061908)",US
339,33.976368,-83.94464659999998,atm,Athena Bitcoin ATM,1583429627,"(33.976368, -83.94464659999998)",US
340,33.772903899999996,-84.4169947,atm,Athena Bitcoin ATM,1583429628,"(33.772903899999996, -84.4169947)",US
341,27.966398499999997,-82.41457829999999,atm,Athena Bitcoin ATM,1583429628,"(27.966398499999997, -82.41457829999999)",US
342,33.7971686,-84.3693286,atm,Athena Bitcoin ATM,1583429629,"(33.7971686, -84.3693286)",US
343,40.4207493,-3.709961,atm,Vatcointech,1583429634,"(40.4207493, -3.709961)",ES
344,37.7847346,-122.4033544,default,?,1583429641,"(37.7847346, -122.4033544)",US
345,37.7847346,-122.4033544,default,?,1583429642,"(37.7847346, -122.4033544)",US
346,43.8253496,-79.53512459999999,atm,?,1583429646,"(43.8253496, -79.53512459999999)",CA
347,43.4614754,-79.68700109999999,atm,?,1583429649,"(43.4614754, -79.68700109999999)",CA
348,37.727967299999996,-122.4771196,default,?,1583429653,"(37.727967299999996, -122.4771196)",US
349,52.3800847,16.984005,atm,?,1583429653,"(52.3800847, 16.984005)",PL
350,45.532238,10.164191,atm,Walledo Kiosk,1583429655,"(45.532238, 10.164191)",IT
351,45.86486,13.428770000000002,atm,Walledo Kiosk,1583429655,"(45.86486, 13.428770000000002)",IT
352,59.434408499999996,24.7586328,atm,AIC ESTONIA OÜ,1583429656,"(59.434408499999996, 24.7586328)",EE
353,41.359398600000006,2.1362346000000003,default,BitBase,1583429658,"(41.359398600000006, 2.1362346000000003)",ES
354,53.5319863,8.1285822,default,Kiefer Networks,1582611077,"(53.5319863, 8.1285822)",DE
355,48.7618023,8.2416069,atm,?,1583429678,"(48.7618023, 8.2416069)",DE
356,51.8451125,5.860291200000001,atm,?,1583429682,"(51.8451125, 5.860291200000001)",NL
357,51.524465,-0.080821,atm,?,1583429693,"(51.524465, -0.080821)",GB
358,38.8100377,-77.2555552,atm,?,1583429695,"(38.8100377, -77.2555552)",US
359,48.7261977,21.2573966,atm,Bitcoin ATM,1583429698,"(48.7261977, 21.2573966)",SK
360,48.6943698,21.2393133,atm,?,1583429699,"(48.6943698, 21.2393133)",SK
361,-12.0683148,-77.01374609999999,shopping,Buzos Deportivos,1580769746,"(-12.0683148, -77.01374609999999)",PE
362,-12.0682982,-77.0137345,shopping,Camisetas de Futbol,1580769746,"(-12.0682982, -77.0137345)",PE
363,41.0140874,28.9677702,shopping,Rdekoavm Sanal Mağazacılık,1577900066,"(41.0140874, 28.9677702)",TR
364,48.6929792,18.600134699999998,food,Impress,1577967633,"(48.6929792, 18.600134699999998)",SK
365,45.282936,8.758825,default,Centro Ippico ASD Stella,1578236837,"(45.282936, 8.758825)",IT
366,47.339265399999995,9.5237136,shopping,FixThis.ch,1578582421,"(47.339265399999995, 9.5237136)",CH
367,53.5347825,-2.283318,default,North Manchester Joinery,1578769687,"(53.5347825, -2.283318)",GB
368,48.140455100000004,17.120387899999997,atm,Cryptobankomat,1578842275,"(48.140455100000004, 17.120387899999997)",SK
369,53.5347876,-2.2832852999999997,shopping,North Manchester Joinery,1579041474,"(53.5347876, -2.2832852999999997)",GB
370,45.5102551,-122.655978,shopping,Free Geek,1579137756,"(45.5102551, -122.655978)",US
371,40.8311253,14.249356099999998,food,Pizzeria Pizze d'Autore del Maestro Pizzaziolo Gigi Sorbillo,1579682472,"(40.8311253, 14.249356099999998)",IT
372,40.826359000000004,14.202718300000003,shopping,Cartolibreria Giorgio Lieto di Lieto Gianfranco,1579682704,"(40.826359000000004, 14.202718300000003)",IT
373,41.167173600000005,-8.6342946,shopping,Mr. Boss Barber Shop and Miss Boss Hair Saloon,1580559719,"(41.167173600000005, -8.6342946)",PT
374,41.1672131,-8.6345468,food,Churrasqueira Central de Francos,1580598297,"(41.1672131, -8.6345468)",PT
375,-12.068292,-77.01371280000001,shopping,Polos Deportivos,1580769746,"(-12.068292, -77.01371280000001)",PE
376,32.9281979,35.3194764,grocery,?,1580996540,"(32.9281979, 35.3194764)",IL
377,43.7198112,10.3973581,atm,?,1581007011,"(43.7198112, 10.3973581)",IT
378,27.768253499999997,-15.5485549,cafe,heladería cacao,1581517071,"(27.768253499999997, -15.5485549)",ES
379,45.453154,9.20102,atm,CryptoLocalATM c/o Empire Coffee,1581867980,"(45.453154, 9.20102)",IT
380,59.4526316,24.8752353,shopping,GIG,1583184565,"(59.4526316, 24.8752353)",EE
381,41.8582012,-87.660269,atm,Blue1647,1583429759,"(41.8582012, -87.660269)",US
382,-23.7270691,-46.6991679,attraction,Praça Vila Rubi,1578864423,"(-23.7270691, -46.6991679)",BR
383,55.1691041,-118.79383500000002,lodging,Sandman Hotel Grande Prairie,1580155546,"(55.1691041, -118.79383500000002)",CA
384,45.37246099,14.34856296,food,Oštarija Fortica,1583752470,"(45.37246099, 14.34856296)",HR
385,46.05322392,14.50686157,default,Gold store,1583752620,"(46.05322392, 14.50686157)",SI
386,46.04970199,14.516716,cafe,Fajn food,1583752714,"(46.04970199, 14.516716)",SI
387,27.752489,-82.6469457,atm,Athena Bitcoin ATM,1583429829,"(27.752489, -82.6469457)",US
388,46.04967965,14.51678574,food,Fajn Fuud Pizza,1583752779,"(46.04967965, 14.51678574)",SI
389,53.53528370000001,-2.2834187999999997,default,?,1579041474,"(53.53528370000001, -2.2834187999999997)",GB
390,53.5348199,-2.2833236,shopping,North Manchester Joinery,1578094446,"(53.5348199, -2.2833236)",GB
391,43.630993,-116.203639,food,Hyde Park Sno Shack,1580546683,"(43.630993, -116.203639)",US
392,59.2759625,28.9081195,default,Малиновка-1,1583429934,"(59.2759625, 28.9081195)",RU
393,46.5014684,11.252608300000002,sports,Golf Club Eppan,1583429934,"(46.5014684, 11.252608300000002)",IT
394,11.503556300000001,-85.55139759999999,lodging,"Xalli, Ometepe Beach Hotel - Nicaragua",1583429935,"(11.503556300000001, -85.55139759999999)",NI
395,40.4270979,-3.6873459000000004,lodging,Petit Palace Embassy Serrano,1583429935,"(40.4270979, -3.6873459000000004)",ES
396,4.8073801,-75.7229541,default,Metroparque del Café,1583429936,"(4.8073801, -75.7229541)",CO
397,-23.832336399999996,-46.710285999999996,attraction,EMEF Ulysses da Sylveira Guimaraes,1583429936,"(-23.832336399999996, -46.710285999999996)",BR
398,-23.723636499999998,-46.7060656,attraction,Ambulatório de Especialidades Jardim Cliper,1583429937,"(-23.723636499999998, -46.7060656)",BR
399,-23.712159399999997,-46.69566629999999,attraction,48º DP - Cidade Dutra - Polícia Civil - Distrito Policial,1583429938,"(-23.712159399999997, -46.69566629999999)",BR
400,-23.741760600000003,-46.709044899999995,attraction,50º Batalhão de Polícia Militar Metropolitano PMESP,1583429938,"(-23.741760600000003, -46.709044899999995)",BR
401,39.687853999999994,16.287412900000003,nightlife,bar hotel san francesco,1578383527,"(39.687853999999994, 16.287412900000003)",IT
402,37.4731917,-77.44402290000001,default,Superior Outlet And Pawn Shop,1578638871,"(37.4731917, -77.44402290000001)",US
403,53.534748300000004,-2.2833127999999996,default,North Manchester Joinery,1579041474,"(53.534748300000004, -2.2833127999999996)",GB
404,44.0391376,-123.0690895,grocery,Doctors Office w/ Candy,1579041527,"(44.0391376, -123.0690895)",US
405,36.1449388,-115.19548799999998,lodging,"The Clyde, a Bed & Bay Residence Inn",1579232681,"(36.1449388, -115.19548799999998)",US
406,36.1392643,-115.23226979999998,lodging,"The Escondido, a Bed & Bay Residence Inn",1579232863,"(36.1392643, -115.23226979999998)",US
407,36.1448939,-115.1953625,lodging,"The Bonnie, a Bed & Bay Residence Inn",1579742691,"(36.1448939, -115.1953625)",US
408,-34.4764094,19.89385,default,Xtreme Pro Paintball Guns,1579869279,"(-34.4764094, 19.89385)",ZA
409,50.29748202,15.5905652,default,test vvenue,1583370234,"(50.29748202, 15.5905652)",CZ
410,48.41456165,18.04832697,default,tets,1583428394,"(48.41456165, 18.04832697)",SK
411,46.4078349,11.238410499999999,default,Cosmo Life S.r.l.,1582635343,"(46.4078349, 11.238410499999999)",IT
412,51.5880451,4.5286544,food,Brasserie Tivoli,1582271816,"(51.5880451, 4.5286544)",NL
413,46.04969455,14.51664627,food,Fajn Fuud Burger,1583752846,"(46.04969455, 14.51664627)",SI
414,46.24183921,14.35679734,default,Gold store ,1583752906,"(46.24183921, 14.35679734)",SI
415,38.8211373,-90.5170204,atm,GeneralBytes two-way bitcoin kiosk,1583429067,"(38.8211373, -90.5170204)",US
416,46.56122097,15.62659264,transport,TaxiPlus,1583752994,"(46.56122097, 15.62659264)",SI
417,46.06493105,14.54509377,shopping,Gold store ,1583749458,"(46.06493105, 14.54509377)",SI
418,47.49808972,19.05541599,nightlife,Brewdog Brewery,1583770184,"(47.49808972, 19.05541599)",HU
419,18.7857246,98.98183309999999,nightlife,Boo Bar in Old City,1579339311,"(18.7857246, 98.98183309999999)",TH
420,-29.36025925,-50.82895517,lodging,AIRBNB,1583437839,"(-29.36025925, -50.82895517)",BR
421,-29.36186757,-50.82883716,shopping,MAKEGRAMADO,1583436553,"(-29.36186757, -50.82883716)",BR
422,-29.35900624,-50.82912683,lodging,Hospedagem - PET,1583438209,"(-29.35900624, -50.82912683)",BR
423,-29.35801504,-50.82916975,transport,TRANSFER - MOTORISTA,1583438443,"(-29.35801504, -50.82916975)",BR
424,-29.36376573,-50.80989003,default,Consultoria - criptomoedas,1583438737,"(-29.36376573, -50.80989003)",BR
425,-29.36212003,-50.82190096,sports,Personal - Crossfit,1583439195,"(-29.36212003, -50.82190096)",BR
426,39.4570256,-0.356862545,lodging,Apt. for rent,1583440791,"(39.4570256, -0.356862545)",ES
427,19.14958212,-96.16545975,atm,Designinnweb,1583520702,"(19.14958212, -96.16545975)",MX
428,46.04794839,14.51699495,cafe,Maestral caffe,1583697744,"(46.04794839, 14.51699495)",SI
429,38.9840487,-78.18276644,atm,Bitcoin ATM ,1583550727,"(38.9840487, -78.18276644)",US
430,-41.11259812,173.0099487,transport,Abel Tasman Tours,1583565900,"(-41.11259812, 173.0099487)",NZ
431,46.0731227,14.48730826,shopping,Zlato center,1583696346,"(46.0731227, 14.48730826)",SI
432,45.90916691,15.29316187,default,Elektro team servis Peter Čelesnik,1583696583,"(45.90916691, 15.29316187)",SI
433,46.06293227,14.85619247,default,Kolesarski servis Vidic,1583697033,"(46.06293227, 14.85619247)",SI
434,46.05455296,14.565956,cafe,Sombrero bar,1583697240,"(46.05455296, 14.565956)",SI
435,46.05476144,14.56464708,cafe,Coco Cubana Caffe,1583697338,"(46.05476144, 14.56464708)",SI
436,46.34443914,15.993990900000002,shopping,Kmetijska trgovina Cirkulane,1583698159,"(46.34443914, 15.993990900000002)",SI
437,46.40839251,16.15782022,shopping,Kmetijska trgovina Kosec,1583698359,"(46.40839251, 16.15782022)",SI
438,43.43746456,-79.74045396,default,Pest Lab,1584509898,"(43.43746456, -79.74045396)",CA
439,46.40837032,16.15762711,shopping,Kmetijska trgovina Marof – Ormož,1583698601,"(46.40837032, 16.15762711)",SI
440,46.39614798,16.26793027,shopping,Kmetijska trgovina Središče ob Dravi,1583698838,"(46.39614798, 16.26793027)",SI
441,46.43858886,16.24395132,shopping,"Kmetijska trgovina, Vitan",1583699436,"(46.43858886, 16.24395132)",SI
442,46.42569663,16.057296400000002,shopping,Kmetijska trgovina Podgorci,1583699627,"(46.42569663, 16.057296400000002)",SI
443,46.46879805,16.00319624,shopping,Kmetijska trgovina Polenšak,1583699782,"(46.46879805, 16.00319624)",SI
444,46.48513374,15.97062886,shopping,"Kmetijska trgovina, Juršinci",1583699923,"(46.48513374, 15.97062886)",SI
445,46.51527279999999,15.94122112,shopping,"Kmetijska trgovina, Vitomarci",1583700140,"(46.51527279999999, 15.94122112)",SI
446,46.52163303,15.8894223,shopping,Kmetijska trgovina Trnovska vas,1583700361,"(46.52163303, 15.8894223)",SI
447,46.05272878,14.514409299999999,food,Miškova pekarna,1583700752,"(46.05272878, 14.514409299999999)",SI
448,46.06550052,14.50887859,food,Leskovački dvor,1583700973,"(46.06550052, 14.50887859)",SI
449,46.05263199,14.50522006,cafe,"Hotspot Ljubljana, Center",1583701159,"(46.05263199, 14.50522006)",SI
450,46.07450709,14.51826096,cafe,"Hotspot Ljubljana, Kardeljeva",1583701295,"(46.07450709, 14.51826096)",SI
451,46.08690173,14.48278606,food,Restavracija Dobri Čuk,1583701513,"(46.08690173, 14.48278606)",SI
452,46.15056502,14.61490095,shopping,Sportina,1583701724,"(46.15056502, 14.61490095)",SI
453,46.01933186,14.53534126,shopping,Sportina Outlet,1583702003,"(46.01933186, 14.53534126)",SI
454,46.08797325,14.47700858,shopping,Sportina Man,1583702280,"(46.08797325, 14.47700858)",SI
455,46.23234048,14.36780512,shopping,Sportina Man,1583702463,"(46.23234048, 14.36780512)",SI
456,46.23216979,14.36707556,shopping,Sportina  ,1583702587,"(46.23216979, 14.36707556)",SI
457,46.24321564,14.37603414,shopping,Sportina Outlet,1583702735,"(46.24321564, 14.37603414)",SI
458,46.34376886,14.17608082,shopping,Sportina Outlet,1583702870,"(46.34376886, 14.17608082)",SI
459,46.36706084,14.10978734,default,Sportina  Woman,1583703029,"(46.36706084, 14.10978734)",SI
460,46.06845573,14.54514205,shopping,Parfois,1583703188,"(46.06845573, 14.54514205)",SI
461,46.24184663,15.27668238,shopping,XYZ Studio,1583703423,"(46.24184663, 15.27668238)",SI
462,50.09998467,14.47071075,food,COINMAP.CASH,1583710497,"(50.09998467, 14.47071075)",CZ
463,50.08320339,14.42207694,food,COINMAP.CASH,1583710766,"(50.08320339, 14.42207694)",CZ
464,51.98108724,5.908455849,default,BMAP.CASH,1583710895,"(51.98108724, 5.908455849)",NL
465,51.98202558,5.913176537000001,food,BITCOINMAP.CASH,1583710931,"(51.98202558, 5.913176537000001)",NL
466,51.98244849,5.9061169620000005,food,COINMAP.CASH,1583710975,"(51.98244849, 5.9061169620000005)",NL
467,13.71637253,100.5571747,food,BITCOINMAP.CASH,1583711126,"(13.71637253, 100.5571747)",TH
468,45.5396053,13.73429954,shopping,Sgermobil,1583739933,"(45.5396053, 13.73429954)",SI
469,46.54659794,14.96284246,shopping,Sgermobil,1583740091,"(46.54659794, 14.96284246)",SI
470,46.24183179,15.27803421,shopping,Sgermobil,1583740351,"(46.24183179, 15.27803421)",SI
471,45.82811894,15.18223107,shopping,Sgermobil,1583740695,"(45.82811894, 15.18223107)",SI
472,46.06823614,14.54638124,shopping,Sgermobil,1583740824,"(46.06823614, 14.54638124)",SI
473,46.53990485,15.64028263,shopping,Sgermobil,1583741376,"(46.53990485, 15.64028263)",SI
474,46.02035626,14.53680575,shopping,Sgermobil,1583741542,"(46.02035626, 14.53680575)",SI
475,46.52288063,15.65295339,shopping,Sgermobil,1583741680,"(46.52288063, 15.65295339)",SI
476,46.42371835,15.88645577,shopping,Sgermobil,1583741992,"(46.42371835, 15.88645577)",SI
477,46.24084860000001,15.27872086,shopping,Parfois,1583742221,"(46.24084860000001, 15.27872086)",SI
478,46.66822081,16.17909014,shopping,Sportina  ,1583743521,"(46.66822081, 16.17909014)",SI
479,46.55301721,15.65269589,shopping,Sportina  ,1583743706,"(46.55301721, 15.65269589)",SI
480,46.5527184,15.65339863,shopping,Parfois,1583743888,"(46.5527184, 15.65339863)",SI
481,46.55288441,15.65384388,shopping,Superdry,1583743990,"(46.55288441, 15.65384388)",SI
482,46.55317215,15.65399945,shopping,XYZ Premium Fashion Store,1583744079,"(46.55317215, 15.65399945)",SI
483,45.54737866,13.72935355,shopping,Sportina  ,1583744562,"(45.54737866, 13.72935355)",SI
484,45.54447458,13.74069393,shopping,S/O Sportina,1583744710,"(45.54447458, 13.74069393)",SI
485,45.53938737,13.73477161,shopping,Superdry,1583744982,"(45.53938737, 13.73477161)",SI
486,45.53945876,13.73584449,shopping,Sportina  ,1583745078,"(45.53945876, 13.73584449)",SI
487,46.07568676,14.48917508,food,MK Grill,1583745339,"(46.07568676, 14.48917508)",SI
488,46.089710700000005,14.47749674,food,Fast Food Twins,1583745438,"(46.089710700000005, 14.47749674)",SI
489,46.03868427,14.47782934,shopping,Sportina  ,1583745639,"(46.03868427, 14.47782934)",SI
490,46.08788024,14.47513103,shopping,Sportina  ,1583745768,"(46.08788024, 14.47513103)",SI
491,45.82773393,15.18238664,shopping,Sportina  ,1583746447,"(45.82773393, 15.18238664)",SI
492,45.82115835,15.1553607,shopping,Sportina  ,1583746224,"(45.82115835, 15.1553607)",SI
493,46.02181647,14.53601182,shopping,Parfois,1583746618,"(46.02181647, 14.53601182)",SI
494,46.02082189,14.53798592,shopping,Marx ,1583746872,"(46.02082189, 14.53798592)",SI
495,46.22307394,14.60804522,default,Štolfa team d.o.o.,1583747726,"(46.22307394, 14.60804522)",SI
496,46.07312642,14.49943721,default,Showroom Autobroker,1583749231,"(46.07312642, 14.49943721)",SI
497,46.05771722,14.54172492,default,Bioguano d.o.o.,1583749639,"(46.05771722, 14.54172492)",SI
498,46.40586985,14.15476799,food,BLACK SWAN burger,1583750637,"(46.40586985, 14.15476799)",SI
499,46.48549571,13.78919899,food,BLACK SWAN burger,1583750856,"(46.48549571, 13.78919899)",SI
500,46.44551991,15.84795535,shopping,Kmetijska trgovina Grajena,1583751147,"(46.44551991, 15.84795535)",SI
501,46.00609487,8.951352239,shopping,Dieci,1583751212,"(46.00609487, 8.951352239)",CH
502,46.51445696,15.71874261,shopping,Kmetijska trgovina Duplek,1583751279,"(46.51445696, 15.71874261)",SI
503,45.32735695,14.44313228,default,Gallery RIart,1583751301,"(45.32735695, 14.44313228)",HR
504,46.51890889,15.78456402,shopping,Kmetijska trgovina Korena,1583751549,"(46.51890889, 15.78456402)",SI
505,46.63713535,15.61289191,shopping,Kmetijska trgovina Kungota,1583751851,"(46.63713535, 15.61289191)",SI
506,46.05470932,14.56860065,default,Strelsko društvo 111,1583752273,"(46.05470932, 14.56860065)",SI
507,46.22962043,15.26131332,shopping,Gold store ,1583750236,"(46.22962043, 15.26131332)",SI
508,45.54619901,13.72597933,default,Gold store ,1583752406,"(45.54619901, 13.72597933)",SI
509,45.32986493,14.43894804,sports,Adriatic Sailing,1583753298,"(45.32986493, 14.43894804)",HR
510,46.06583923,14.55025971,food,Kolosej kokice,1583753653,"(46.06583923, 14.55025971)",SI
511,46.0668516,14.54413354,shopping,Planeta,1583753687,"(46.0668516, 14.54413354)",SI
512,46.06588389,14.54993248,food,Kolosej bomboni,1583753737,"(46.06588389, 14.54993248)",SI
513,46.0654968,14.54990566,cafe,Cafe Cubano	,1583753814,"(46.0654968, 14.54990566)",SI
514,45.3266479,14.44497764,shopping,Optika Vid,1583753921,"(45.3266479, 14.44497764)",HR
